creditscore,geography,gender,age,tenure,balance,numofproducts,numofproducts,isactivemember,estimatedsalary,exited
709,Spain,Female,45,2,0,2,2,Has Credit Card,162922.65,Churned
544,France,Female,21,10,161525.96,2,2,No Credit Card,9262.77,Churned
712,Germany,Female,29,7,147199.07,1,1,Has Credit Card,84932.4,Churned
752,Germany,Male,38,3,183102.29,1,1,Has Credit Card,71557.12,Churned
648,Spain,Male,46,9,127209,2,2,No Credit Card,77405.95,Stayed
594,Spain,Female,24,0,97378.54,1,1,Has Credit Card,71405.17,Churned
645,Germany,Female,37,2,136925.09,2,2,Has Credit Card,153400.24,Churned
547,Germany,Male,32,8,155726.85,1,1,No Credit Card,67789.99,Churned
701,France,Female,39,9,0,2,2,Has Credit Card,145894.9,Churned
616,France,Female,66,1,135842.41,1,1,No Credit Card,183840.51,Stayed
605,France,Male,52,1,63349.75,1,1,No Credit Card,108887.44,Churned
593,Germany,Female,38,4,129499.42,1,1,Has Credit Card,154071.27,Churned
751,Spain,Male,52,8,0,2,2,Has Credit Card,179291.85,Churned
443,Spain,Male,36,6,70438.01,2,2,Has Credit Card,56937.43,Churned
685,France,Male,23,8,0,2,2,Has Credit Card,112239.03,Churned
718,France,Male,36,9,0,1,1,No Credit Card,45909.87,Churned
538,Spain,Female,49,9,141434.04,1,1,No Credit Card,173779.25,Stayed
611,Spain,Female,37,4,0,2,2,No Credit Card,125696.26,Churned
668,Germany,Male,37,10,152958.29,2,2,Has Credit Card,159585.61,Churned
537,Germany,Female,41,3,138306.34,1,1,No Credit Card,106761.47,Churned
709,Spain,Male,23,10,0,2,2,No Credit Card,129590.18,Churned
850,France,Male,38,1,0,2,2,Has Credit Card,80006.65,Churned
745,Spain,Female,31,3,124328.84,1,1,Has Credit Card,140451.52,Churned
693,Germany,Female,41,9,181461.48,3,3,Has Credit Card,187929.43,Stayed
795,Spain,Male,35,8,0,2,2,No Credit Card,167155.36,Churned
626,Spain,Male,26,8,0,2,2,No Credit Card,191420.71,Churned
487,Germany,Female,61,5,110368.03,1,1,No Credit Card,11384.45,Stayed
556,France,Female,39,9,89588.35,1,1,Has Credit Card,94898.1,Churned
643,France,Female,46,6,0,2,2,No Credit Card,106781.59,Churned
605,France,Female,28,6,0,2,2,No Credit Card,159508.52,Churned
756,Germany,Female,60,3,115924.89,1,1,No Credit Card,93524.19,Stayed
586,France,Female,38,2,0,2,2,No Credit Card,87168.46,Churned
535,Germany,Male,40,7,111756.5,1,1,No Credit Card,8128.32,Stayed
678,France,Female,35,4,0,1,1,No Credit Card,125518.32,Churned
596,France,Male,39,9,0,1,1,No Credit Card,48963.59,Churned
648,France,Male,26,9,162923.85,1,1,No Credit Card,98368.24,Churned
492,Germany,Male,39,10,124576.65,2,2,No Credit Card,148584.61,Churned
702,France,Male,45,0,80793.58,1,1,Has Credit Card,27474.81,Churned
486,Germany,Female,40,9,71340.09,1,1,No Credit Card,76192.21,Churned
568,Germany,Male,40,1,99282.63,1,1,No Credit Card,134600.94,Stayed
619,Germany,Male,57,3,137946.39,1,1,Has Credit Card,72467.99,Stayed
724,Germany,Male,41,2,127892.57,2,2,Has Credit Card,199645.45,Churned
548,Germany,Female,33,0,101084.36,1,1,No Credit Card,42749.85,Churned
545,Germany,Female,37,8,114754.08,1,1,No Credit Card,136050.44,Stayed
683,France,Male,33,8,0,1,1,No Credit Card,73564.44,Churned
762,France,Female,51,3,99286.98,1,1,Has Credit Card,85578.63,Churned
627,Germany,Female,30,4,79871.02,2,2,No Credit Card,129826.89,Churned
516,France,Male,35,10,104088.59,2,2,No Credit Card,119666,Churned
800,France,Female,38,2,168190.33,2,2,No Credit Card,68052.08,Churned
464,Germany,Female,42,3,85679.25,1,1,Has Credit Card,164104.74,Churned
626,France,Female,35,3,0,1,1,No Credit Card,80190.36,Churned
790,France,Female,31,9,0,2,2,No Credit Card,84126.75,Churned
534,France,Female,34,7,121551.58,2,2,Has Credit Card,70179,Churned
745,France,Male,46,2,122220.19,1,1,Has Credit Card,118024.1,Churned
553,Spain,Male,47,3,116528.15,1,1,No Credit Card,145704.19,Stayed
748,France,Female,26,1,77780.29,1,1,Has Credit Card,183049.41,Churned
722,France,Male,37,2,0,1,1,No Credit Card,120906.83,Churned
501,France,Male,40,4,125832.2,1,1,Has Credit Card,100433.83,Churned
675,France,Female,38,6,68065.8,1,1,No Credit Card,138777,Stayed
778,Spain,Female,47,6,127299.34,2,2,No Credit Card,124694.99,Churned
494,Germany,Female,38,7,174937.64,1,1,No Credit Card,40084.32,Churned
850,France,Male,40,9,0,2,2,Has Credit Card,119232.33,Churned
592,Spain,Male,31,7,110071.1,1,1,No Credit Card,43921.36,Churned
590,Spain,Female,44,3,139432.37,1,1,No Credit Card,62222.81,Churned
758,France,Female,39,6,127357.76,1,1,Has Credit Card,56577,Churned
506,France,Male,36,5,0,2,2,No Credit Card,164253.35,Churned
733,France,Male,33,3,0,1,1,Has Credit Card,7666.73,Churned
711,France,Male,38,3,0,2,2,No Credit Card,68487.51,Churned
514,Germany,Male,43,1,95556.31,1,1,Has Credit Card,199273.98,Stayed
637,Spain,Male,37,8,0,1,1,Has Credit Card,186062.36,Churned
468,Germany,Male,29,1,111681.98,2,2,Has Credit Card,195711.16,Churned
539,France,Male,39,3,0,2,2,No Credit Card,36692.17,Churned
509,Spain,Female,25,3,108738.71,2,2,No Credit Card,106920.57,Churned
662,France,Female,32,4,133950.37,1,1,Has Credit Card,48725.68,Stayed
818,Spain,Male,26,4,0,2,2,Has Credit Card,167036.94,Churned
608,France,Male,33,9,89968.69,1,1,No Credit Card,68777.26,Churned
850,Spain,Female,32,9,0,2,2,Has Credit Card,18924.92,Churned
816,Germany,Female,38,5,130878.75,3,3,No Credit Card,71905.77,Stayed
536,France,Male,35,8,0,2,2,No Credit Card,64833.28,Churned
753,France,Male,35,3,0,2,2,Has Credit Card,184843.77,Churned
631,Spain,Male,27,10,134169.62,1,1,Has Credit Card,176730.02,Churned
703,France,Male,37,1,149762.08,1,1,No Credit Card,20629.4,Stayed
774,France,Male,26,2,93844.69,1,1,No Credit Card,28415.36,Churned
785,France,Male,28,8,0,2,2,No Credit Card,77231.27,Churned
571,France,Female,33,1,0,2,2,No Credit Card,102750.7,Churned
621,Germany,Male,46,6,141078.37,1,1,No Credit Card,34580.8,Stayed
605,Germany,Female,31,1,117992.59,1,1,Has Credit Card,183598.77,Churned
611,France,Female,40,8,100812.33,2,2,No Credit Card,147358.27,Churned
569,France,Male,38,7,0,1,1,Has Credit Card,108469.2,Churned
658,France,Male,29,4,80262.6,1,1,Has Credit Card,20612.82,Churned
788,Spain,Male,34,6,156478.62,1,1,Has Credit Card,181196.76,Churned
525,France,Female,23,5,0,2,2,No Credit Card,160249.1,Churned
798,France,Male,37,8,0,3,3,No Credit Card,110783.28,Churned
486,Germany,Male,37,9,115217.99,2,2,No Credit Card,144995.33,Churned
615,Spain,Male,61,9,0,2,2,No Credit Card,150227.85,Stayed
730,France,Female,35,0,155470.55,1,1,Has Credit Card,53718.28,Churned
641,France,Male,37,7,0,2,2,No Credit Card,75248.3,Churned
542,France,Male,39,3,135096.77,1,1,Has Credit Card,14353.43,Stayed
692,France,Male,30,2,0,2,2,Has Credit Card,130486.57,Churned
714,Germany,Female,55,9,180075.22,1,1,Has Credit Card,100127.71,Churned
591,Spain,Male,29,1,97541.24,1,1,Has Credit Card,196356.17,Churned
710,France,Female,41,2,156067.05,1,1,Has Credit Card,9983.88,Churned
639,France,Female,38,4,81550.94,2,2,Has Credit Card,118974.77,Churned
531,France,Female,47,6,0,1,1,No Credit Card,194998.34,Stayed
673,France,Female,38,2,170061.92,2,2,No Credit Card,134901.34,Stayed
765,Germany,Male,36,8,92310.54,2,2,Has Credit Card,72924.56,Churned
622,France,Female,32,6,169089.38,2,2,No Credit Card,101057.95,Churned
806,France,Male,40,5,80613.93,1,1,Has Credit Card,142838.64,Churned
757,Germany,Male,26,8,121581.56,2,2,Has Credit Card,127059.04,Churned
570,France,Female,58,8,0,1,1,Has Credit Card,116503.92,Stayed
555,Spain,Male,32,4,0,2,2,Has Credit Card,54405.79,Churned
692,France,Male,54,5,0,2,2,Has Credit Card,88721.84,Churned
774,France,Male,60,5,85891.55,1,1,No Credit Card,74135.48,Stayed
638,Spain,Male,44,9,77637.35,2,2,Has Credit Card,111346.22,Churned
543,Spain,Female,41,4,0,1,1,No Credit Card,194902.16,Churned
584,France,Male,31,5,0,2,2,No Credit Card,31474.27,Churned
691,Germany,Male,30,7,116927.89,1,1,No Credit Card,21198.39,Churned
684,Germany,Female,40,6,137326.65,1,1,No Credit Card,186976.6,Churned
733,France,Male,22,5,0,2,2,Has Credit Card,117202.19,Churned
599,Spain,Female,37,2,0,2,2,Has Credit Card,143739.29,Churned
524,Germany,Female,31,10,67238.98,2,2,Has Credit Card,161811.23,Churned
632,Germany,Female,38,6,86569.76,2,2,No Credit Card,98090.91,Churned
735,Spain,Male,34,5,0,2,2,No Credit Card,71095.41,Churned
734,France,Male,34,6,133598.4,1,1,Has Credit Card,13107.24,Churned
605,France,Female,51,3,136188.78,1,1,Has Credit Card,67110.59,Stayed
793,Spain,Male,38,9,0,2,2,No Credit Card,88225.02,Churned
468,France,Female,56,10,0,3,3,Has Credit Card,62256.87,Stayed
779,Germany,Male,37,7,120092.52,2,2,No Credit Card,135925.72,Churned
698,France,Male,48,4,101238.24,2,2,Has Credit Card,177815.87,Stayed
707,France,Male,58,6,89685.92,1,1,Has Credit Card,126471.13,Churned
850,France,Female,35,1,211774.31,1,1,No Credit Card,188574.12,Stayed
850,France,Male,56,7,131317.48,1,1,Has Credit Card,119175.45,Churned
527,Spain,Male,37,5,93722.73,2,2,Has Credit Card,139093.73,Churned
696,Germany,Male,32,8,101160.99,1,1,Has Credit Card,115916.55,Churned
661,France,Male,48,3,120320.54,1,1,No Credit Card,96463.25,Churned
776,France,Female,31,2,0,2,2,Has Credit Card,112349.51,Churned
701,France,Male,43,2,0,2,2,Has Credit Card,165303.79,Churned
610,France,Male,26,8,0,2,2,No Credit Card,166031.08,Churned
572,Germany,Female,48,3,152827.99,1,1,No Credit Card,38411.79,Stayed
673,France,Male,30,1,64097.75,1,1,Has Credit Card,77783.35,Churned
519,Spain,Female,57,2,119035.35,2,2,Has Credit Card,29871.79,Churned
702,Spain,Female,26,4,135219.57,1,1,Has Credit Card,59747.63,Churned
729,France,Male,32,6,93694.42,1,1,Has Credit Card,79919.13,Churned
543,Spain,Male,35,10,59408.63,1,1,No Credit Card,76773.53,Churned
550,France,Female,40,7,114354.95,1,1,No Credit Card,54018.93,Churned
608,France,Male,59,1,0,1,1,No Credit Card,70649.64,Stayed
639,Germany,Male,35,10,128173.9,2,2,No Credit Card,59093.39,Churned
686,Spain,Male,34,9,0,2,2,No Credit Card,127569.8,Churned
564,Germany,Female,62,5,114931.35,3,3,Has Credit Card,18260.98,Stayed
745,Germany,Female,28,1,111071.36,1,1,No Credit Card,73275.96,Stayed
833,France,Male,37,8,151226.18,2,2,Has Credit Card,136129.49,Churned
622,France,Male,26,9,0,2,2,Has Credit Card,153237.59,Churned
597,France,Female,42,4,64740.12,1,1,Has Credit Card,106841.12,Churned
721,Spain,Male,51,0,169312.13,1,1,No Credit Card,109078.35,Stayed
504,France,Female,49,7,0,3,3,Has Credit Card,87822.14,Stayed
842,Spain,Female,44,2,112652.08,2,2,No Credit Card,126644.98,Churned
587,France,Male,38,0,0,2,2,No Credit Card,47414.15,Churned
479,Germany,Female,30,7,143964.36,2,2,No Credit Card,41879.99,Churned
508,France,Male,49,7,122451.46,2,2,Has Credit Card,75808.1,Churned
749,France,Male,24,1,0,3,3,Has Credit Card,47911.03,Churned
721,Germany,Female,36,3,65253.07,2,2,No Credit Card,28737.78,Churned
685,Spain,Female,25,10,128509.63,1,1,No Credit Card,121562.33,Churned
417,France,Male,34,7,0,2,2,No Credit Card,55003.79,Churned
574,Germany,Male,33,3,129834.67,1,1,No Credit Card,193131.42,Churned
590,Spain,Female,51,3,154962.99,3,3,Has Credit Card,191932.27,Stayed
587,Germany,Male,40,5,138241.9,2,2,No Credit Card,159418.1,Churned
598,Germany,Male,41,3,91536.93,1,1,No Credit Card,191468.78,Stayed
741,Spain,Male,53,3,0,2,2,Has Credit Card,38913.68,Churned
584,Germany,Female,29,7,105204.01,1,1,Has Credit Card,138490.03,Churned
650,Spain,Male,61,1,152968.73,1,1,Has Credit Card,82970.69,Churned
607,Spain,Male,36,8,158261.68,1,1,Has Credit Card,76744.72,Churned
509,France,Female,46,1,0,1,1,No Credit Card,71244.59,Stayed
689,Spain,Female,38,6,121021.05,1,1,Has Credit Card,12182.15,Churned
543,France,Male,36,4,0,2,2,Has Credit Card,141210.5,Churned
438,Spain,Female,54,2,0,1,1,No Credit Card,191763.07,Stayed
687,Spain,Female,63,1,137715.66,1,1,Has Credit Card,37938.74,Churned
737,Germany,Male,31,5,121192.22,2,2,Has Credit Card,74890.58,Churned
761,France,Male,31,7,0,3,3,Has Credit Card,166698.18,Churned
601,France,Male,44,1,100486.18,2,2,Has Credit Card,62678.53,Churned
651,France,Male,45,1,0,1,1,No Credit Card,67740.08,Stayed
745,France,Male,35,9,92566.53,2,2,No Credit Card,161519.77,Churned
648,Spain,Female,49,10,0,2,2,Has Credit Card,159835.78,Stayed
848,Spain,Male,40,3,110929.96,1,1,Has Credit Card,30876.84,Churned
546,France,Female,27,8,0,2,2,Has Credit Card,14858.1,Churned
439,Spain,Female,32,3,138901.61,1,1,No Credit Card,75685.97,Churned
755,France,Male,30,4,123217.66,2,2,Has Credit Card,144183.1,Churned
593,France,Female,41,6,0,1,1,No Credit Card,65170.66,Churned
701,France,Male,39,2,0,2,2,Has Credit Card,82526.92,Churned
701,Spain,Male,36,8,0,2,2,No Credit Card,169161.46,Churned
607,Spain,Female,33,2,108431.87,2,2,Has Credit Card,109291.39,Stayed
586,Spain,Female,57,3,0,2,2,Has Credit Card,6057.81,Churned
547,Germany,Female,30,9,72392.41,1,1,No Credit Card,77077.14,Churned
647,Germany,Female,51,1,119741.77,2,2,No Credit Card,54954.51,Stayed
760,France,Female,51,2,100946.71,1,1,No Credit Card,179614.8,Stayed
621,Spain,Male,53,9,170491.84,1,1,No Credit Card,35588.07,Stayed
725,France,Male,44,5,0,1,1,Has Credit Card,117356.14,Churned
526,France,Male,36,1,0,1,1,No Credit Card,160696.72,Churned
519,Spain,Female,47,6,157296.02,2,2,No Credit Card,147278.43,Stayed
713,Germany,Female,38,7,144606.22,1,1,Has Credit Card,56594.36,Stayed
666,France,Female,34,9,115897.12,1,1,Has Credit Card,25095.03,Churned
630,Spain,Male,32,4,82034,1,1,No Credit Card,146326.45,Churned
779,Spain,Female,26,4,174318.13,2,2,Has Credit Card,38296.21,Churned
611,Germany,Female,41,2,114206.84,1,1,No Credit Card,164061.6,Churned
685,Spain,Male,43,9,0,2,2,No Credit Card,107811.28,Churned
646,Germany,Male,39,9,111574.41,1,1,Has Credit Card,30838.51,Churned
683,Germany,Female,57,5,162448.69,1,1,No Credit Card,9221.78,Stayed
484,Germany,Female,34,4,148249.54,1,1,Has Credit Card,33738.27,Churned
601,France,Female,43,8,0,3,3,Has Credit Card,110916.15,Stayed
762,Spain,Female,26,7,123709.46,2,2,Has Credit Card,169654.57,Churned
687,France,Female,72,9,0,1,1,Has Credit Card,69829.4,Churned
566,France,Male,30,5,0,1,1,No Credit Card,54926.51,Stayed
702,France,Male,37,10,150525.8,1,1,Has Credit Card,94728.49,Churned
601,France,Male,29,9,0,1,1,Has Credit Card,80393.27,Churned
699,France,Male,53,4,0,2,2,Has Credit Card,111307.98,Churned
584,France,Male,28,10,0,2,2,No Credit Card,19834.32,Churned
699,France,Male,35,5,0,2,2,Has Credit Card,78397.24,Churned
698,Germany,Female,51,2,111018.98,1,1,No Credit Card,86410.28,Churned
495,France,Male,30,10,129755.99,1,1,No Credit Card,172749.65,Churned
605,France,Female,64,2,129555.7,1,1,Has Credit Card,13601.79,Churned
667,Spain,Male,38,1,87202.38,1,1,Has Credit Card,77866.91,Churned
688,Germany,Male,26,8,146133.39,1,1,Has Credit Card,175296.76,Churned
727,Spain,Female,31,0,0,1,1,No Credit Card,121751.04,Stayed
754,Spain,Male,39,6,170184.99,2,2,No Credit Card,89593.26,Churned
612,Germany,Female,62,8,140745.33,1,1,No Credit Card,193437.89,Stayed
546,Spain,Male,42,7,139070.51,1,1,Has Credit Card,86945,Churned
673,Spain,Female,37,8,0,2,2,Has Credit Card,183318.79,Churned
593,France,Male,35,9,114193.24,1,1,No Credit Card,71154.1,Churned
656,Spain,Female,40,10,167878.5,1,1,Has Credit Card,151887.16,Churned
535,Germany,Female,53,5,141616.55,2,2,Has Credit Card,75888.65,Churned
678,Germany,Male,36,3,145747.67,2,2,Has Credit Card,89566.74,Churned
477,Spain,Female,48,2,129120.64,1,1,Has Credit Card,26475.79,Churned
850,Spain,Male,35,7,110349.82,1,1,No Credit Card,126355.8,Churned
427,France,Male,29,1,141325.56,1,1,Has Credit Card,93839.3,Churned
752,France,Male,49,2,78653.84,1,1,No Credit Card,7698.6,Churned
649,France,Male,47,1,0,2,2,Has Credit Card,145593.85,Churned
799,Spain,Female,28,3,142253.65,1,1,No Credit Card,45042.56,Churned
589,France,Female,61,1,0,1,1,No Credit Card,61108.56,Stayed
583,Germany,Female,54,6,115988.86,1,1,No Credit Card,57553.98,Stayed
839,Spain,Female,33,10,75592.43,1,1,No Credit Card,62674.42,Churned
540,Germany,Male,44,3,164113.04,2,2,Has Credit Card,12120.79,Churned
850,France,Male,31,6,67996.23,2,2,No Credit Card,50129.87,Stayed
696,Spain,Female,51,5,0,2,2,No Credit Card,55022.43,Churned
660,Spain,Female,33,1,0,2,2,No Credit Card,117834.91,Churned
682,France,Male,48,1,138778.15,1,1,Has Credit Card,168840.23,Churned
744,France,Female,43,10,147832.15,1,1,Has Credit Card,24234.11,Churned
785,France,Female,36,4,135438.4,1,1,No Credit Card,190627.01,Churned
752,Spain,Male,48,5,116060.08,1,1,No Credit Card,156618.38,Stayed
706,France,Female,29,5,112564.62,1,1,No Credit Card,42334.38,Churned
583,France,Female,27,1,125406.58,1,1,Has Credit Card,110784.42,Churned
660,Germany,Female,39,5,135134.99,1,1,No Credit Card,173683,Stayed
819,France,Female,39,9,133102.92,1,1,No Credit Card,27046.46,Stayed
673,France,Female,34,8,42157.08,1,1,No Credit Card,20598.59,Stayed
752,France,Female,30,3,0,2,2,Has Credit Card,104991.28,Churned
578,France,Male,38,7,82259.29,1,1,No Credit Card,8996.97,Churned
438,France,Female,36,4,0,2,2,No Credit Card,64420.5,Churned
652,France,Male,38,6,0,2,2,Has Credit Card,145700.22,Churned
629,France,Female,49,4,0,2,2,Has Credit Card,196335.48,Churned
720,France,Male,52,7,0,1,1,Has Credit Card,14781.12,Churned
668,France,Male,42,3,150461.07,1,1,No Credit Card,108139.23,Churned
459,Germany,Male,48,4,133994.52,1,1,Has Credit Card,19287.06,Stayed
729,Spain,Male,31,8,164870.81,2,2,Has Credit Card,9567.39,Churned
498,Germany,Male,25,8,121702.73,1,1,Has Credit Card,132210.49,Churned
549,Spain,Male,25,6,193858.2,1,1,Has Credit Card,21600.11,Churned
601,Germany,Female,54,1,131039.97,2,2,Has Credit Card,199661.5,Churned
544,France,Male,64,9,113829.45,1,1,Has Credit Card,124341.49,Churned
751,France,Female,30,6,0,2,2,No Credit Card,15766.1,Churned
632,Germany,Female,41,3,81877.38,1,1,Has Credit Card,33642.21,Churned
694,Spain,Male,57,8,116326.07,1,1,Has Credit Card,117704.65,Churned
678,France,Male,31,2,0,2,2,Has Credit Card,58803.28,Churned
695,France,Male,46,4,0,2,2,Has Credit Card,137537.22,Churned
661,France,Female,41,1,0,2,2,Has Credit Card,131300.68,Churned
661,France,Male,33,9,0,2,2,Has Credit Card,84174.81,Churned
559,France,Female,31,3,127070.73,1,1,Has Credit Card,160941.78,Churned
503,France,Male,29,3,0,2,2,Has Credit Card,143954.99,Churned
695,Spain,Male,46,3,122549.64,1,1,Has Credit Card,56297.85,Churned
640,France,Female,42,5,176099.13,1,1,Has Credit Card,8404.73,Churned
624,Germany,Female,48,3,122388.38,2,2,No Credit Card,30020.09,Churned
667,France,Male,42,9,0,2,2,Has Credit Card,58137.42,Churned
642,France,Male,26,0,0,1,1,No Credit Card,47472.68,Churned
640,Spain,Female,32,6,118879.35,2,2,Has Credit Card,19131.71,Churned
529,Spain,Male,35,5,0,2,2,Has Credit Card,187288.5,Churned
563,France,Female,39,5,0,2,2,Has Credit Card,17603.81,Churned
593,Spain,Female,38,4,88736.44,2,2,No Credit Card,67020.03,Churned
739,Germany,Male,45,7,102703.62,1,1,Has Credit Card,147802.94,Stayed
788,Spain,Female,70,1,0,2,2,Has Credit Card,41610.62,Churned
684,Spain,Female,38,3,0,2,2,No Credit Card,44255.65,Churned
482,France,Male,55,5,97318.25,1,1,Has Credit Card,78416.14,Churned
591,Spain,Male,58,5,128468.69,1,1,Has Credit Card,137254.55,Churned
651,Germany,Female,41,4,133432.59,1,1,Has Credit Card,151303.48,Churned
749,Germany,Female,40,8,141782.57,2,2,No Credit Card,86333.63,Churned
583,France,Male,24,9,135125.28,1,1,No Credit Card,89801.9,Churned
661,Spain,Male,42,2,178820.91,1,1,No Credit Card,29358.57,Stayed
715,France,Female,31,2,112212.14,2,2,Has Credit Card,181600.72,Churned
769,Germany,Female,45,5,126674.81,1,1,No Credit Card,124118.71,Stayed
625,France,Female,51,7,136294.97,1,1,No Credit Card,38867.46,Stayed
641,France,Female,36,5,66392.64,1,1,No Credit Card,31106.67,Churned
716,Germany,Male,27,1,122552.34,2,2,No Credit Card,67611.36,Churned
767,France,Male,43,1,76408.85,2,2,No Credit Card,77837.63,Churned
745,Germany,Male,36,8,145071.24,1,1,No Credit Card,6078.46,Churned
589,France,Male,34,6,0,2,2,Has Credit Card,177896.92,Churned
796,France,Female,45,2,109730.22,1,1,Has Credit Card,123882.73,Churned
664,France,Male,57,6,0,2,2,Has Credit Card,15304.08,Churned
445,Spain,Male,62,1,64119.38,1,1,Has Credit Card,76569.64,Stayed
543,Germany,Female,57,1,106138.33,2,2,Has Credit Card,120657.32,Stayed
746,Spain,Male,36,2,0,2,2,Has Credit Card,16436.56,Churned
742,Germany,Male,33,0,181656.51,1,1,Has Credit Card,107667.91,Churned
750,France,Female,32,5,0,2,2,No Credit Card,95611.47,Churned
